test_case,label,target,functionality
निचली जात के लोग बिना किसी अपवाद के बुद्धिहीन होते हैं.,hateful,Lower Caste,2
अँगरेज़ बिना किसी अपवाद के बुद्धिहीन होते हैं.,hateful,British,2
समलैंगिक बिना किसी अपवाद के बुद्धिहीन होते हैं.,hateful,Homosexual,2
हिन्दू दिमागी रूप से कमज़ोर होते हैं.,hateful,Hindu,2
मुसलमान दिमागी रूप से कमज़ोर होते हैं.,hateful,Muslim,2
बांग्लादेशी दिमागी रूप से कमज़ोर होते हैं.,hateful,Bangladeshi,2
पाकिस्तानी दिमागी रूप से कमज़ोर होते हैं.,hateful,Pakistani,2
हिजड़े दिमागी रूप से कमज़ोर होते हैं.,hateful,Eunuch,2
दलित दिमागी रूप से कमज़ोर होते हैं.,hateful,Dalit,2
महिलाएं दिमागी रूप से कमज़ोर होती हैं.,hateful,Woman,2
निचली जात के लोग दिमागी रूप से कमज़ोर होते हैं.,hateful,Lower Caste,2
अँगरेज़ दिमागी रूप से कमज़ोर होते हैं.,hateful,British,2
समलैंगिक दिमागी रूप से कमज़ोर होते हैं.,hateful,Homosexual,2
हिन्दू कचरा है.,hateful,Hindu,3
मुसलमान कचरा है.,hateful,Muslim,3
बांग्लादेशी कचरा है.,hateful,Bangladeshi,3
पाकिस्तानी कचरा है.,hateful,Pakistani,3
हिजड़े कचरा है.,hateful,Eunuch,3
दलित कचरा है.,hateful,Dalit,3
महिला कचरा है.,hateful,Woman,3
निचली जात के लोग कचरा है.,hateful,Lower Caste,3
अँगरेज़ कचरा है.,hateful,British,3
समलैंगिक कचरा है.,hateful,Homosexual,3
हिन्दू सिर्फ एक और प्रकार की गन्दगी है.,hateful,Hindu,3
मुसलमान सिर्फ एक और प्रकार की गन्दगी है.,hateful,Muslim,3
बांग्लादेशी सिर्फ एक और प्रकार की गन्दगी है.,hateful,Bangladeshi,3
पाकिस्तानी सिर्फ एक और प्रकार की गन्दगी है.,hateful,Pakistani,3
हिजड़े सिर्फ एक और प्रकार की गन्दगी है.,hateful,Eunuch,3
दलित सिर्फ एक और प्रकार की गन्दगी है.,hateful,Dalit,3
महिलाएं सिर्फ एक और प्रकार की गन्दगी है.,hateful,Woman,3
निचली जात के लोग सिर्फ एक और प्रकार की गन्दगी है.,hateful,Lower Caste,3
अँगरेज़ सिर्फ एक और प्रकार की गन्दगी है.,hateful,British,3
समलैंगिक सिर्फ एक और प्रकार की गन्दगी है.,hateful,Homosexual,3
